method,split,task,seed,episode,stress_level,label,risk,true_risk,mu,compliance,pre_shear,friction_margin,alarm,early_warning,lead_time,false_alarm,grasp_success,gross_slip,damage,control_cost,tightness
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,12,,1,0.825590,0.698711,0.391337,0.465062,0.475537,0.006161,1,1,0.107399,0,0,1,0.337973,1.116962,0.804075
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,13,,0,0.593781,0.733570,0.290814,0.419349,0.318909,0.028445,1,0,0.000000,1,0,1,0.284283,0.989126,0.676580
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,14,,1,0.561182,0.666495,0.324852,0.353240,0.237084,0.172921,1,1,0.106725,0,1,0,0.197394,0.971457,0.658650
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,15,,1,0.671269,0.759619,0.295820,0.420617,0.347246,-0.031012,1,1,0.106114,0,0,1,0.302150,1.031931,0.719198
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,16,,0,0.834744,0.908656,0.202826,0.542614,0.520975,-0.293509,1,0,0.000000,1,0,1,0.339984,1.121656,0.809109
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,17,,1,0.680742,0.714936,0.229055,0.436724,0.418886,-0.163764,1,1,0.104599,0,0,1,0.304273,1.036960,0.724408
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,18,,1,0.548533,0.681030,0.257284,0.387087,0.367070,-0.091958,1,1,0.105363,0,0,1,0.275192,0.964337,0.651693
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,19,,1,0.742169,0.918273,0.243781,0.352314,0.577755,-0.313233,1,1,0.107132,0,0,1,0.317500,1.071049,0.758193
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,20,,1,0.649703,0.721008,0.261611,0.334477,0.507135,-0.221272,1,1,0.105916,0,0,1,0.297526,1.020046,0.707337
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,21,,0,0.708835,0.841930,0.192929,0.362435,0.397117,-0.166339,1,0,0.000000,1,0,1,0.310742,1.052622,0.739859
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,22,,1,0.777572,0.702247,0.187963,0.387412,0.401953,-0.195035,1,1,0.104295,0,0,1,0.327648,1.090180,0.777665
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,23,,1,0.695495,0.803858,0.204528,0.457809,0.335964,-0.106982,1,1,0.105792,0,0,1,0.307571,1.045218,0.732523
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,24,,1,0.424284,0.692299,0.346903,0.471068,0.325521,0.040533,0,0,0.000000,0,0,1,0.127655,0.430590,0.417885
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,25,,1,0.704656,0.547950,0.307193,0.374804,0.246902,0.119425,1,1,0.105000,0,1,0,0.229382,1.050161,0.737561
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,26,,0,0.685406,0.676485,0.246550,0.466902,0.363297,-0.099188,1,0,0.000000,1,1,0,0.226217,1.039874,0.726973
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,27,,0,0.771400,0.847685,0.221778,0.378440,0.565840,-0.325600,1,0,0.000000,1,0,1,0.327003,1.087245,0.774270
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,28,,1,0.759328,0.707241,0.269552,0.429985,0.402315,-0.121443,1,1,0.106241,0,0,1,0.321011,1.080380,0.767631
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,29,,0,0.735523,0.615831,0.244250,0.460136,0.270309,0.000826,1,0,0.000000,1,1,0,0.236340,1.067200,0.754538
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,30,,1,0.668457,0.760170,0.326923,0.461729,0.328767,0.012427,1,1,0.107418,0,0,1,0.301987,1.030542,0.717652
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,31,,1,0.572656,0.755509,0.240575,0.320880,0.372540,-0.094641,1,1,0.106669,0,0,1,0.279635,0.977761,0.664961
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,32,,0,0.803729,0.844551,0.252204,0.415504,0.412496,-0.147777,1,0,0.000000,1,0,1,0.333052,1.104730,0.792051
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,33,,1,0.539521,0.639949,0.257173,0.451394,0.374948,-0.098004,1,1,0.105482,0,1,0,0.191922,0.959394,0.646736
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,34,,1,0.762658,0.850698,0.229940,0.395069,0.451867,-0.202319,1,1,0.106483,0,0,1,0.324180,1.082240,0.769462
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,35,,0,0.565139,0.760507,0.311264,0.488362,0.260633,0.094595,1,0,0.000000,1,0,1,0.277787,0.973303,0.660826
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,36,,1,0.644325,0.747425,0.207134,0.442419,0.350804,-0.110563,1,1,0.106510,0,0,1,0.296423,1.017160,0.704379
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,37,,0,0.727103,0.752285,0.217133,0.327669,0.393092,-0.132501,1,0,0.000000,1,0,1,0.315155,1.062697,0.749907
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,38,,1,0.584791,0.683723,0.304740,0.330734,0.410336,-0.089359,1,1,0.104674,0,0,1,0.282244,0.984196,0.671635
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,39,,1,0.803967,0.817889,0.293212,0.397710,0.564369,-0.232616,1,1,0.105536,0,0,1,0.333144,1.104846,0.792182
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,40,,1,0.514683,0.642689,0.202032,0.406433,0.347955,-0.114883,0,0,0.000000,0,0,1,0.127238,0.445258,0.432349
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,41,,1,0.785293,0.641396,0.243521,0.320415,0.413601,-0.140184,1,1,0.106198,0,1,0,0.248007,1.094655,0.781911
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,42,,0,0.708873,0.724449,0.328956,0.362803,0.454548,-0.097066,1,0,0.000000,1,0,1,0.311266,1.052771,0.739880
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,43,,0,0.752357,0.742067,0.238579,0.400934,0.488184,-0.228014,1,0,0.000000,1,0,1,0.322119,1.076494,0.763796
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,44,,1,0.512212,0.721635,0.254134,0.432452,0.336474,-0.024365,0,0,0.000000,0,0,1,0.127418,0.444432,0.431954
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,45,,1,0.687796,0.727088,0.316015,0.336121,0.518605,-0.162371,1,1,0.105609,0,0,1,0.306894,1.040961,0.728288
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,46,,1,0.623224,0.749041,0.283664,0.470760,0.496673,-0.151604,1,1,0.106459,0,0,1,0.291410,1.005549,0.692773
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,47,,1,0.707957,0.709482,0.267014,0.486834,0.407675,-0.110771,1,1,0.106163,0,0,1,0.310423,1.052116,0.739376
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,48,,0,0.542324,0.749887,0.185326,0.355471,0.379814,-0.171516,1,0,0.000000,1,0,1,0.272024,0.961056,0.648278
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,49,,0,0.752080,0.824159,0.193837,0.402473,0.486043,-0.263117,1,0,0.000000,1,0,1,0.321469,1.076356,0.763644
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,50,,1,0.694977,0.812624,0.293416,0.381915,0.529202,-0.196602,1,1,0.106372,0,0,1,0.308837,1.045002,0.732237
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,51,,1,0.549906,0.827058,0.289919,0.427617,0.429915,-0.094173,1,1,0.105348,0,0,1,0.274570,0.965090,0.652448
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,52,,1,0.592818,0.698245,0.305868,0.407216,0.466721,-0.124744,1,1,0.106350,0,0,1,0.283824,0.988812,0.676050
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,53,,0,0.613153,0.584761,0.218149,0.503861,0.323469,-0.078664,1,0,0.000000,1,1,0,0.208855,1.000300,0.687234
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,54,,0,0.714699,0.603924,0.223706,0.366003,0.292030,-0.056623,1,0,0.000000,1,1,0,0.233877,1.055840,0.743084
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,55,,1,0.382988,0.611136,0.308628,0.398937,0.382941,-0.019074,0,0,0.000000,0,0,1,0.126878,0.423994,0.411278
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,56,,0,0.588653,0.708367,0.213713,0.509916,0.340545,-0.115259,1,0,0.000000,1,0,1,0.283929,0.986475,0.673759
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,57,,1,0.738854,0.748796,0.278835,0.483019,0.487008,-0.205328,1,1,0.105450,0,0,1,0.317708,1.069024,0.756370
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,58,,1,0.658076,0.784776,0.154212,0.485364,0.299184,-0.121369,1,1,0.103233,0,0,1,0.298858,1.024330,0.711942
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,59,,1,0.567728,0.766749,0.233735,0.389385,0.447755,-0.177390,1,1,0.106734,0,0,1,0.277946,0.975059,0.662251
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,60,,1,0.670367,0.707183,0.198095,0.397787,0.405225,-0.197537,1,1,0.104414,0,0,1,0.301650,1.031232,0.718702
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,61,,1,0.383776,0.690441,0.209372,0.352580,0.374777,-0.166317,0,0,0.000000,0,0,1,0.126889,0.424420,0.411404
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,62,,1,0.719787,0.631043,0.239736,0.343454,0.308538,-0.035408,1,1,0.104307,0,1,0,0.232197,1.058399,0.745883
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,63,,1,0.614208,0.716435,0.243217,0.403734,0.402269,-0.130238,1,1,0.104632,0,0,1,0.289601,1.000370,0.687815
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,64,,1,0.696113,0.749589,0.272692,0.501575,0.405747,-0.098462,1,1,0.105476,0,0,1,0.308990,1.045519,0.732862
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,65,,1,0.533246,0.744704,0.351543,0.442642,0.429858,-0.083961,1,1,0.104775,0,0,1,0.270581,0.955858,0.643285
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,66,,1,0.586933,0.637266,0.256288,0.413920,0.342003,-0.063817,1,1,0.105314,0,1,0,0.202987,0.985451,0.672813
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,67,,1,0.748687,0.633568,0.252485,0.451268,0.430010,-0.159641,1,1,0.104065,0,1,0,0.239183,1.074265,0.761778
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,68,,1,0.543867,0.748970,0.240614,0.349588,0.402542,-0.150701,1,1,0.105681,0,0,1,0.273112,0.961809,0.649127
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,69,,0,0.723502,0.654385,0.203206,0.500257,0.448384,-0.215771,1,0,0.000000,1,1,0,0.234616,1.060536,0.747926
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,70,,0,0.527228,0.604789,0.307172,0.474981,0.377767,-0.040761,1,0,0.000000,1,1,0,0.188992,0.952733,0.639975
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,71,,1,0.565427,0.687012,0.279918,0.435363,0.392819,-0.098905,1,1,0.104733,0,0,1,0.277357,0.973553,0.660985
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,72,,1,0.636830,0.781396,0.199989,0.431125,0.449004,-0.236899,1,1,0.105606,0,0,1,0.294430,1.012929,0.700256
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,73,,1,0.731514,0.850655,0.154901,0.485664,0.471117,-0.293440,1,1,0.105228,0,0,1,0.316718,1.064960,0.752333
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,74,,1,0.753753,0.729329,0.258514,0.511985,0.413009,-0.129984,1,1,0.106645,0,0,1,0.322383,1.077362,0.764564
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,75,,1,0.594032,0.738495,0.220893,0.410729,0.326286,-0.076727,1,1,0.105092,0,0,1,0.284647,0.989329,0.676718
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,76,,1,0.638401,0.731099,0.333439,0.383956,0.420753,-0.057316,1,1,0.106533,0,0,1,0.294404,1.013905,0.701121
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,77,,0,0.743468,0.814572,0.274967,0.442049,0.501740,-0.207891,1,0,0.000000,1,0,1,0.319098,1.071584,0.758907
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,78,,1,0.623573,0.823695,0.156193,0.413585,0.456979,-0.281602,1,1,0.104402,0,0,1,0.290701,1.005493,0.692965
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,79,,1,0.621700,0.777582,0.191272,0.431397,0.478381,-0.281880,1,1,0.104902,0,0,1,0.291635,1.004523,0.691935
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,80,,1,0.630560,0.675858,0.270059,0.420289,0.319198,-0.032000,1,1,0.103555,0,0,1,0.293737,1.009234,0.696808
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,81,,1,0.658569,0.800528,0.220574,0.458188,0.415905,-0.147028,1,1,0.103427,0,0,1,0.300943,1.024624,0.712213
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,82,,1,0.615032,0.712431,0.318143,0.490795,0.399659,-0.052827,1,1,0.106262,0,0,1,0.290016,1.001019,0.688268
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,83,,1,0.640101,0.704470,0.178110,0.457559,0.296720,-0.105191,1,1,0.105704,0,0,1,0.295772,1.014740,0.702055
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,84,,1,0.743525,0.798156,0.261615,0.369950,0.321126,-0.035347,1,1,0.104750,0,0,1,0.319624,1.071509,0.758939
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,85,,1,0.618410,0.587660,0.309998,0.454913,0.304126,0.055655,1,1,0.105140,0,1,0,0.210539,1.002742,0.690126
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,86,,1,0.552425,0.730536,0.262698,0.471149,0.330928,-0.039098,1,1,0.105758,0,0,1,0.274939,0.966525,0.653834
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,87,,0,0.732245,0.682696,0.237380,0.472845,0.430337,-0.136065,1,0,0.000000,1,0,1,0.317467,1.065341,0.752735
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,88,,1,0.573748,0.735430,0.140298,0.377532,0.354684,-0.193271,1,1,0.106702,0,0,1,0.279805,0.978366,0.665562
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,89,,1,0.716731,0.792090,0.163138,0.479926,0.448999,-0.248208,1,1,0.105431,0,0,1,0.312811,1.056854,0.744202
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,90,,0,0.576579,0.708417,0.296985,0.378662,0.426112,-0.080563,1,0,0.000000,1,0,1,0.280874,0.979853,0.667119
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,91,,1,0.486746,0.664010,0.234814,0.433787,0.295230,-0.025620,0,0,0.000000,0,0,1,0.127761,0.440569,0.427879
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,92,,0,0.515235,0.650742,0.252689,0.342005,0.361150,-0.061786,0,0,0.000000,0,0,1,0.127309,0.445229,0.432438
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,93,,1,0.636826,0.673233,0.343151,0.430137,0.419449,-0.069309,1,1,0.105632,0,1,0,0.214505,1.012930,0.700254
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,94,,0,0.659831,0.655911,0.232281,0.406526,0.390747,-0.123749,1,0,0.000000,1,1,0,0.219617,1.025903,0.712907
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,0,95,,0,0.759676,0.818548,0.219855,0.438667,0.452840,-0.188185,1,0,0.000000,1,0,1,0.323071,1.080449,0.767822
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,0,,0,0.758710,0.732637,0.235665,0.484210,0.423763,-0.166638,1,0,0.000000,1,0,1,0.322290,1.080038,0.767291
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,1,,1,0.680563,0.807837,0.268749,0.592609,0.442010,-0.139086,1,1,0.105741,0,0,1,0.305289,1.036998,0.724310
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,2,,1,0.697896,0.800235,0.199782,0.386721,0.464333,-0.253401,1,1,0.106387,0,0,1,0.308006,1.046610,0.733843
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,3,,1,0.573078,0.630702,0.309947,0.373279,0.353296,0.000727,1,1,0.107246,0,1,0,0.200318,0.978062,0.665193
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,4,,0,0.702892,0.509897,0.338121,0.499184,0.348189,0.033008,1,0,0.000000,1,1,0,0.229585,1.049155,0.736590
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,5,,0,0.707601,0.763017,0.265393,0.428208,0.433131,-0.155284,1,0,0.000000,1,0,1,0.311409,1.052161,0.739181
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,6,,0,0.490000,0.671739,0.249786,0.428030,0.281119,-0.016725,0,0,0.000000,0,0,1,0.127334,0.440940,0.428400
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,7,,1,0.638895,0.732684,0.286431,0.328334,0.355344,-0.014421,1,1,0.106463,0,0,1,0.294511,1.014168,0.701392
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,8,,1,0.739678,0.785915,0.261888,0.380011,0.399067,-0.112681,1,1,0.107150,0,0,1,0.318530,1.069681,0.756823
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,9,,1,0.479019,0.663501,0.299150,0.512292,0.450797,-0.150749,0,0,0.000000,0,0,1,0.126668,0.439421,0.426643
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,10,,1,0.608933,0.633424,0.314659,0.403926,0.367932,0.026281,1,1,0.104892,0,1,0,0.208487,0.997500,0.684913
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,11,,0,0.696156,0.698208,0.291412,0.456560,0.392537,-0.093473,1,0,0.000000,1,0,1,0.307577,1.045680,0.732886
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,12,,1,0.711342,0.745429,0.209678,0.451421,0.464448,-0.252748,1,1,0.106632,0,0,1,0.312027,1.054034,0.741238
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,13,,1,0.439223,0.595884,0.326638,0.422122,0.266235,0.129345,0,0,0.000000,0,0,1,0.127231,0.432904,0.420276
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,14,,1,0.783195,0.840611,0.285410,0.426425,0.519180,-0.208979,1,1,0.106236,0,0,1,0.328054,1.093506,0.780757
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,15,,1,0.566187,0.610040,0.334556,0.380401,0.360644,-0.015503,1,1,0.107011,0,1,0,0.198147,0.974244,0.661403
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,16,,1,0.761636,0.830203,0.266909,0.528257,0.552588,-0.247653,1,1,0.107349,0,0,1,0.323811,1.081782,0.768900
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,17,,0,0.638935,0.681497,0.214062,0.383214,0.288716,-0.054679,1,0,0.000000,1,0,1,0.295760,1.014058,0.701414
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,18,,1,0.567581,0.604178,0.271195,0.395003,0.313916,0.011431,1,1,0.105725,0,1,0,0.198711,0.974857,0.662169
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,19,,1,0.504326,0.665384,0.246020,0.383215,0.332474,-0.061084,0,0,0.000000,0,0,1,0.127220,0.443551,0.430692
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,20,,1,0.560221,0.776159,0.292568,0.414549,0.489048,-0.175175,1,1,0.104285,0,0,1,0.277073,0.970636,0.658122
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,21,,1,0.747092,0.657648,0.213343,0.363843,0.384819,-0.148674,1,1,0.106333,0,1,0,0.240446,1.073660,0.760900
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,22,,1,0.649356,0.778152,0.290097,0.337918,0.363761,-0.033461,1,1,0.106316,0,0,1,0.296873,1.019904,0.707146
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,23,,1,0.691170,0.631922,0.270552,0.448372,0.434482,-0.132914,1,1,0.105361,0,1,0,0.226045,1.042787,0.730144
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,24,,0,0.621229,0.652489,0.310606,0.275251,0.369029,-0.036860,1,0,0.000000,1,1,0,0.210842,1.004539,0.691676
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,25,,1,0.648944,0.744714,0.223375,0.442893,0.371748,-0.156186,1,1,0.105957,0,0,1,0.297333,1.019634,0.706919
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,26,,0,0.798778,0.731224,0.251768,0.411488,0.517386,-0.234815,1,0,0.000000,1,0,1,0.331522,1.102353,0.789328
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,27,,0,0.689405,0.715379,0.293265,0.469906,0.482133,-0.135852,1,0,0.000000,1,0,1,0.305253,1.041667,0.729173
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,28,,0,0.702628,0.662458,0.351519,0.425487,0.403628,-0.009392,1,0,0.000000,1,1,0,0.229637,1.049215,0.736446
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,29,,1,0.611569,0.733189,0.222875,0.375218,0.423289,-0.167396,1,1,0.106281,0,0,1,0.288601,0.999116,0.686363
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,30,,1,0.665767,0.703759,0.255293,0.443794,0.394962,-0.100252,1,1,0.102562,0,0,1,0.300934,1.028479,0.716172
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,31,,1,0.565443,0.781321,0.294088,0.444771,0.334328,-0.025173,1,1,0.105761,0,0,1,0.277035,0.973685,0.660994
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,32,,1,0.639847,0.705410,0.351606,0.501067,0.448442,-0.079654,1,1,0.104082,0,0,1,0.295794,1.014405,0.701916
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,33,,1,0.779507,0.783325,0.175612,0.442812,0.452122,-0.247679,1,1,0.106093,0,0,1,0.327104,1.091460,0.778729
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,34,,1,0.453239,0.680050,0.380258,0.328289,0.398714,0.010770,0,0,0.000000,0,0,1,0.127156,0.435112,0.422518
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,35,,1,0.735486,0.867663,0.294392,0.599675,0.528763,-0.232264,1,1,0.107180,0,0,1,0.317758,1.067379,0.754517
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,36,,0,0.601417,0.695755,0.290194,0.456522,0.427969,-0.099537,1,0,0.000000,1,0,1,0.286077,0.993398,0.680779
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,37,,1,0.607148,0.715174,0.326472,0.445838,0.409250,-0.043990,1,1,0.104884,0,0,1,0.287194,0.996517,0.683931
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,38,,1,0.554895,0.683223,0.327336,0.383632,0.474912,-0.134807,1,1,0.106439,0,1,0,0.195508,0.967965,0.655192
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,39,,1,0.533605,0.788230,0.165220,0.438902,0.314744,-0.114011,1,1,0.104534,0,0,1,0.270347,0.956027,0.643483
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,40,,1,0.716338,0.692003,0.153335,0.454775,0.395841,-0.219479,1,1,0.104314,0,0,1,0.312762,1.056504,0.743986
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,41,,1,0.610021,0.671934,0.337595,0.523525,0.436774,-0.073258,1,1,0.105015,0,0,1,0.288768,0.998113,0.685512
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,42,,1,0.468386,0.733977,0.300780,0.319216,0.386192,-0.052905,0,0,0.000000,0,0,1,0.126651,0.437411,0.424942
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,43,,1,0.704525,0.805839,0.315288,0.379072,0.432419,-0.076145,1,1,0.106472,0,0,1,0.309430,1.050265,0.737488
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,44,,0,0.596824,0.792673,0.183177,0.458697,0.389767,-0.196686,1,0,0.000000,1,0,1,0.284993,0.991120,0.678253
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,45,,1,0.759727,0.732193,0.169320,0.427255,0.385332,-0.176636,1,1,0.105131,0,0,1,0.321864,1.080465,0.767850
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,46,,1,0.670782,0.661644,0.227177,0.465053,0.325054,-0.067535,1,1,0.106271,0,1,0,0.221587,1.031683,0.718930
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,47,,1,0.516651,0.697366,0.233149,0.411592,0.340920,-0.065599,0,0,0.000000,0,0,1,0.127817,0.445137,0.432664
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,48,,0,0.744313,0.711185,0.191957,0.419921,0.444086,-0.235385,1,0,0.000000,1,0,1,0.318779,1.072166,0.759372
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,49,,1,0.521848,0.633510,0.370478,0.435708,0.383378,0.023242,1,1,0.104410,0,1,0,0.187703,0.949545,0.637016
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,50,,0,0.650773,0.722749,0.308248,0.453113,0.440302,-0.079947,1,0,0.000000,1,0,1,0.298090,1.020462,0.707925
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,51,,1,0.527742,0.714958,0.305834,0.380970,0.446118,-0.090730,1,1,0.105045,0,0,1,0.269267,0.952863,0.640258
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,52,,1,0.563772,0.670486,0.321882,0.347318,0.354189,0.000057,1,1,0.106505,0,1,0,0.198248,0.972855,0.660075
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,53,,1,0.530997,0.756608,0.310949,0.416139,0.388546,-0.053599,1,1,0.106794,0,0,1,0.269726,0.954864,0.642049
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,54,,0,0.637634,0.695607,0.260521,0.452351,0.374442,-0.086192,1,0,0.000000,1,0,1,0.293780,1.013456,0.700699
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,55,,0,0.569277,0.728618,0.311671,0.385491,0.495850,-0.141996,1,0,0.000000,1,0,1,0.278205,0.975808,0.663102
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,56,,1,0.493180,0.797269,0.290396,0.427927,0.497600,-0.194199,0,0,0.000000,0,0,1,0.127670,0.441571,0.428909
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,57,,1,0.510257,0.673219,0.320796,0.384458,0.340977,0.034543,0,0,0.000000,0,0,1,0.126440,0.444021,0.431641
full_precontact_microslip,combined_hard_shift,curved_surface_pinch,1,58,,1,0.609793,0.733206,0.210766,0.466791,0.355582,-0.112946,1,1,0.105050,0,0,1,0.287604,0.997992,0.685386
